Archivo,Texto,Prediccion
7446bb26-0ffd-47da-ad9c-67c6e55e1e18_20230410T22_06_UTC.txt,sí con él hola muy bien ah ok pues sí la verdad es que ya estoy interesado me gustaría iniciar clases este próximo semestre o si no ya el próximo año pero pues estoy tratando de que sea este próximo semestre pues no sé pues no lo he visto todavía no sé bien yo pensé que soy aquí personalmente sí por favor ya estoy revisando el pago en sí este número tiene whatsapp estoy llamando al tres diez cierto me estabas indicando que yo haría el pago en mayo porque es que necesito esperar yo hace poco cambié de trabajo y pues necesito esperar a que me vayan pagando apenas en mayo de acuerdo ah vale listo sí ya lo recibí muchas gracias igualmente,Neutral
74c933f5-ec4f-425e-b7b5-16a9159c9aa1_20230410T16_45_UTC.txt,sí dígame sí buenas sí señor ya las hice no pues o sea las pruebas averonce el icses o sí todavía no me han llegado no pues no tengo ninguna de lo que pasa es que creo que yo me inscribí pero para unas pasantías cierto si señor ajá no pues dudas no tengo pues iba a ir pero pues no me dio el tiempo y no pude asistir pues primero esperar los puntajes no pues tampoco me han llegado la verdad ah pues de todo el bachillerato listo no pues sí mándamelo a él correcto listo vale muchas gracias vale lo mismo,Neutral
83565bfe-3d89-4d56-aeab-17c3e5d4d287_20230410T19_05_UTC.txt,conozcamos con quien tengo el gusto buenas tardes habla con el felipe jaramillo de la escuela militar de aviación cómo está buenas tardes bien gracias a dios y usted muy bien muchas gracias me contestan de cali cierto ah bueno muchas gracias ah y quería hacerle una pregunta resulta que nosotros estamos en firma de convenio es decir prácticamente estamos activos en el convenio con ustedes dime listo y el teléfono me regalas porfa si de pronto es el mismo es diferente listo es el mismo teléfono cierto listo vale muchas gracias vale que estés bien hasta luego gracias bueno,Neutral
8546519f-c98f-4d6d-9d4c-7bb2ef2ca057_20230410T19_35_UTC.txt,,Neutral
8565e892-9ffb-437e-9096-e06a12af4d2a_20230410T15_22_UTC.txt,sí con ella sí bien y señora sí dime abogada de la santiago más o menos me tocaría cuadrar en estos momentos sí en estos momentos sería más la parte económica me gustaría de pronto si me puedes enviar al correo la información de cuánto cuesta y todo pues ahorita solamente estoy como cotizando y como para poder ir organizando vale tiene un valor de doce millones trescientos diecinueve para este semestre sobre todo en la tardecita gracias muy amable hasta luego,Neutral
866cc7d6-6f0e-4ec2-bcb5-8e00408d0526_20230410T20_37_UTC.txt,hola buenos días con quién buenas tardes con quién habló hola stephanie a los cojones urbanos yo quería recibir informaciones que estoy interesado en el diplomado de gestión tributaria que empieza en la especialización perdón de gestión tributaria comentico el siete de julio dos mil veinte tres cierre inscripciones cuándo cierra el cierre inscripciones cuándo listo ok eh y terminaría ya sería como a mediados de mayo abril del dos mil veinticuatro ok el programa los horarios ocho a una listo me dices que es presencial el costo no no no es egresado cómo podría tener el descuento ah listo o sea que sobre el primer es decir cada semestre o es únicamente sobre el primero ah listo perfecto tú me dices que un quince por ciento sobre los diez millones cuatrocientos veinticinco iniciales cierto ah listo perfecto no me me sirve mucho la inscripción ciento cuarenta y tres mil pesos cómo se ve el proceso de inscripción claro que sí jorge eduardo urbano no no no ah no es de la compañía para la cual trabajamos uno uno cuarenta y cuatro sí cero veinticinco nueve sesenta sí tres diecisiete sí señor siete cuarenta y seis treinta y cuatro noventa arroba hotmailcom listo no dale no me supe lo del descuento descuento a ver entonces descuento del quince por ciento listo ah bueno tengo que yo estoy en la semana tengo que ir a conseguir las las el tabulado de notas cierto listo y el certificado de de grado pues sí sí no perfecto listo no dale dale listo muchas gracias,Positivo
87cee38a-8a48-4c62-890a-2b8a04881c3c_20230410T21_11_UTC.txt,hola cómo estás hablas con paula y víctor manuel pérez es que estamos intentando hacer una inscripción en la página y tenemos algunas dificultades qué nos podrías ayudar vale mira cuando dice que debemos primero registrarnos entonces se hace el formulario de registro quien está haciendo el registro es víctor manuel pérez entonces ponemos todos sus datos el número de la tarjeta de identidad los nombres el correo celular contraseña todo y luego dice que hay un error que debemos comunicarnos como para solucionar el problema ya te lo decimos número de documento trescientos eso cinco once diez dos ochenta y nueve cuatro cero tres sí sí dice formulario de registro diligencia número de documento nombres apellidos completos sale como aparece en documento de entidad sí mysite mysitecom bueno dale el número de teléfono trescientos cinco nueve uno veintiuno seis uno ok ok bit con v man catorce cero ocho arroba sí todo en minúscula catorce cero ocho arroba oulocom vale muchas gracias pérez galíndez sí sí correcto once diez sí dos ochenta y nueve cuatro cero tres sí correcto negocios internacionales gracias le damos donde dice formulario de inscripción para pregrado nuevamente ok formulario de inscripción para pregrado registrarse gracias gracias gracias será que hay algún problema que ocurre o sea outlook vamos a ver entonces si está si nos dejan en contraseña ponemos cualquiera vale sin espacio la contraseña y sin mayúsculas tienes que poner un un asterisco un punto mostramos sí pero al mismo tiempo son estas ya ya ya por qué no está ahí vamos hola hola dice que no puede incluir la contraseña el nombre del usuario bueno no ponga la que estaba poniendo gracias gracias gracias gracias creo que ahí ya quedó me pasó a uno que dice información básica ah listo sí yo les he encargado del programa muchísimas gracias mi amor,Positivo
9015f350-f893-439c-9672-fe39bf92dd3c_20230410T15_06_UTC.txt,mi hijo dame un favor es que estoy en el proceso de hacer la maestría de hábitos sustentables con ustedes cierto ya me llegó el recibo de pago pero tengo una duda lo que pasa es que este recibo lo necesito pagar con dos cheques y el resto con tarjeta de crédito eso lo puedo hacer allá en la javeriana o en el banco cómo puedo hacerlo ya ya lo tengo sí ah tengo que fraccionarlo y eso no lo puedo llevar un solo recibo al banco y hacer los tres pagos con un solo recibo o no es mejor fraccionarlo listo eso lo tengo entendido y cuando ya haga la fracción lo de la tarjeta voy a las adrianas y lo pago allá listo y me puede explicar cómo lo fracciono cómo ingreso no entro como estudiante es que apenas estoy o sea ya hice el perfil listo un segundo portal de estudiante irá a benet cierto vea diana gracias dice que no encontramos el usuario que no encontramos el usuario no ha funcionado dice es que es la primera vez que entro con usted entonces debe ser como aspirante no dale ya te miro no no me deja ya te miro si por el correo que me aparece la si me lleva el mismo ir a havanet ok ahí le pongo ir a havanet no y aquí le dice no encontramos el usuario cristian ríos no no aparece vamos a verlo porque es que a mí el recibo me llegó fue por el correo no abrir recibo de pago ya aquí estoy en pago en línea javerianaedu ahí sí me deja con la cédula no estoy en donde dice pagoenlineajabrianaedumartingweb y dice imprimir recibo tan y pago en línea y cómo es el número listo de una vale muchísimas gracias,Positivo
909110ef-29df-4140-bcbf-34068a4facd7_20230410T19_35_UTC.txt,buen día con qué tengo el gusto estefany muchas gracias mi nombre es luz estela y llamo para averiguar por el curso de preifes ay verdad solamente en bogotá ay dios mío no tienen ni piensan abrir ni nada sí el javeriana college es como para darles una orientación de la carrera que pueden tomar cierto ah ok y eso lo pueden hacer desde que está en décimo o cuando termina sí señora por favor vale muchísimas gracias bueno señora muchísimas gracias transfiriendo ahora en este momento lo estamos conectando,Positivo
90a28742-5d43-4699-9b35-2c86841da0f3_20230410T20_35_UTC.txt,sí señor con ella con quien tengo el gusto brian muy bien y tú ah braya cómo estás soy sofía de aquí de promoción no sé por qué salgo de pronto allí no sé de pronto con la campaña o algo se habrá digitado verdad de pronto la campaña esfera de casa del semestre pasado sí para hacer la prueba pero no soy yo de promoción no para hacer la prueba de negocios o mi carrera que ya me gradué sino que era para hacer pruebas del envío de los mensajes de texto correos de todo eso pero no tranquilo,Neutral
9d05069f-957e-4cac-b044-6d17d23b5302_20230410T22_43_UTC.txt,brian buenas tardes le habla claudia figueroa cómo está bien gracias brian hágame un favor es que quisiera averiguar o no sé si da en una cita para averiguar sobre la facultad de medicina pues básicamente es para mi hija quisiéramos averiguar todo el tema del pensum todo el tema pues como tal de la carrera permíteme un segundito dame un momento sí ya está sí tres once sí me repites el nombre por favor ok ella ya lo ubicó el día de mañana o pudiera escribirle ahorita ah perfecto listo muchas gracias muy amable bueno hasta luego,Neutral
9eda7f11-0ff3-4ae4-a961-c25b10d45f69_20230410T23_26_UTC.txt,sí a mi colegio fueron a ofrecernos la pasantía pero por un problema interno no pude ir yo estoy interesada en la carrera de derecho y ciencias políticas pero pues estoy mirando universidades apenas estoy mirando universidades y viendo cuál es la que mejor me conviene pues la verdad no sé apenas estoy en el proceso de pensar cuál de las dos carreras me llama más la atención pero por el momento estoy más inclinada por derecho no estoy cursando once en este momento no en noviembre muchas gracias hasta luego,Neutral
a3aafac6-9173-467b-bad4-b3aa605d1d09_20230410T17_17_UTC.txt,muy buenos días tengo el gusto de hablar con el señor isaac vergara señor isaac te habla cristian lozano de la universidad javeriana de cali cómo te encuentras el día de hoy muy bien muchas gracias por preguntarme me alegra que también estés muy bien señor isaac estabas hablando ahorita con una compañera sí correcto con mi compañera valentina de que requieres información o deseas inscribirte al curso de preparación examen ielts sí señor bdos ok vale correcto en efecto nosotros realizamos ese curso de preparación con el objetivo de que basados en la preparación que tienes actualmente del idioma puedas de pronto como tener tips que te puedan ayudar a mejorar o a poder enfrentarte a la prueba como con mayor soltura por así decirlo que puedas tener cómo poder responder más fácil durante la prueba bien sea en la parte del speaking o que puedas comprender un poco mejor en la parte del listening o del grammar en cualquiera de los cuatro componentes del idioma listo docentes son cien por ciento nativos manejamos docentes nativos y avalados por british council para prestar este servicio de cursos de preparación es necesario realizar un test de nivelación no sé si de pronto tienes tiempo porque bueno puntualmente estás interesado en el que inicia mañana mismo porque es que tenemos uno que inicia justamente el día de mañana y estaría finalizando el primero de junio no sé si está bien para tus tiempos los días de clase son martes y jueves ambos días de siete de la noche a nueve de la noche por medio de la plataforma de zoom sí está super perfecto y bueno te adelanto al tomar el programa y finalizar el programa con la universidad ya cuando vayas a agendar con british council la cita para realizar el examen de certificación la universidad pues al culminar el programa te va a otorgar un pin que lo vas a poder utilizar en la página de british council para tomarlo como diez por ciento de descuento para el agendamiento de tu cita y puedas presentar el examen con este valor de descuento más o menos el examen creo que estaba en ochocientos veinte mil pesos entonces sería un descuento de ochenta y dos mil pesos lo voy a enviar vía whatsapp señor isaac te voy a enviar el link con el cual vas a poder realizar el test de nivelación que te menciono en cuanto realices ese test de nivelación dura aproximadamente unos diez a quince minutos y dependiendo del resultado pues avanzamos en todo el proceso no sé si te parece bien listo te confirmo tu nombre completo isaac vergara mejía así es tu número de documento uno uno cincuenta y uno nueve seis cinco seis sesenta y cuatro sí tu correo isaac noventa y siete raya al piso once arroba hotmailcom así es y este sería tu número de contacto y tengo de dirección de residencia calle sesenta y seis número uno ciento veintinueve correcto perfecto con esta información yo puedo ir adelantando una parte y te voy a enviar entonces lo que te menciono el link con el cual vas a poder realizar ese test de nivelación te ayudo a generar el recibo y así mismo puedes de pronto cancelar entre hoy y mañana para poder enviarte toda la información de cómo vas a poder hacer la conexión y cómo puedes conectarte y demás listo correcto sí señor te envío el enlace para que puedas realizar el se me olvidaba qué pena seiscientos setenta mil pesos es el valor del programa treinta y dos horas dieciséis clases inician mañana once y finalizan el primero de junio sí señor no hay ningún problema no hay ningún problema no porque igualmente mañana mismo podrías de pronto realizar ya el pago y anexo el comprobante a tu usuario separamos el cupo y te hago el envío mañana mismo de todos los temas de conexión para la clase sí claro sí señor lo puedes realizar en el transcurso del día y como te notifico también la parte del pago lo puedes realizar yo creería que a final del día o si te queda fácil el día de mañana como te quede más fácil no hay ningún inconveniente o si me quieres enviar la constanza mañana mismo y mañana mismo te envío el link para pagos como te quede más fácil como para que no tengas que estar como corriendo por así decirlo es correcto ya te envío toda la información vía whatsapp un excelente día para ti señor isaac muchas gracias igualmente hasta luego,Positivo
a4e0358a-e54f-48d8-92ab-9996190c590b_20230410T16_30_UTC.txt,buenas sí buenos días eduardo nos encuentra quién le llama muchas gracias mi hijo sí soy su madre es que estamos haciendo la inscripción no mi hijo estábamos apenas en eso es que yo te voy a contar una cosita yo tengo aquí los datos y todo de mi hijo pero es que él llega el lunes que viene entonces ya estaba yo pues en hacerle la inscripción para que lo llamen a la entrevista y eso no pero hay inscripciones abiertas por eso y entonces cómo hago yo en este caso mi hijo que yo lo quiero escribir a él pero ahí no me dejó sí sí tiene whatsapp sí señor sí mi hijo ingeniería de sistemas sí ah bueno bueno entonces tú ahora me lo mandas por el whatsapp no es cierto y para hacer mi hijo y perdóname para hacer el pago de la inscripción es virtual cómo se hace el pago ah bueno bueno bueno bueno muchas gracias entonces yo me quedo ya en espera cuándo lo llamarían a él no él me dice que las inscripciones están abiertas hasta el mes de junio no y perdona me dices que ahora si hoy terminamos el formulario lo pueden estar llamando esta semana no mijo porque es que llega el lunes entonces mejor hago el formulario cuándo lo hago por ahí el miércoles o jueves eso también te iba a decir me dará esa opción no para tenerlo listo pues muchas gracias entonces yo voy a empezar a hacer el formulario cuando tú me lo mandes cómo es tu nombre brian muchas gracias hasta luego gracias,Positivo
a9b8fe53-e277-4010-b4bf-201460b5bef6_20230410T15_14_UTC.txt,buenos días adriana cali la laura eden soto con quien tengo el gusto sí en qué le puedo ayudar tendría que realizar nuevamente la inscripción pero esta vez ya para el programa de mercadeo indíqueme cuál es el número de documento del estudiante sí felipe collazos sí incluso aquí ya me parece admitido en el programa de administración de empresas bueno ahí pues lo que debe hacer es volver a realizar todo el proceso de inscripción ya para el nuevo programa y pues deberá de pagar nuevamente la inscripción ya que pues ya realizó la entrevista con el director y ya fue admitido al programa de administración de empresas lo otro es que como es el mismo director del programa es como la misma facultad entonces ya podría hablar con el el decano de la facultad a ver cómo le puede colaborar o le voy a indicar el contacto de la persona encargada del programa para que usted le comente el caso y de pronto usted puede colaborar en algo listo cuál es mercadeo se llama manuel valencia sí ya le puedes comentar a él nuevamente ya que él tiene más acercamiento con el director del programa para que usted pueda indicar cómo pueden darle manejo en este caso tres veintidós seis treinta y nueve ochenta y dos sesenta y uno sí señor ya él con él nuevamente puede comunicarse que tenga buen día hasta luego,Neutral
aa29be68-0ad0-47ea-9af0-5d2e3292d6e2_20230410T14_18_UTC.txt,aló sí con quién hablo bien muchas gracias yo intento generar el recibo y me sale como valor completo ah vale listo ben yo aprovecho una pregunta manejan otro tipo como descuento no sé en otras universidades manejan como el pronto pago más no sé afiliado a una caja de compensación o algo así ah no bueno en este caso no tiene las dos ah listo vale entonces yo genero el recibo continúo el pago y ya ahí mismo me hace el descuento como tal veintiocho de abril listo sí hoy mismo lo hago ah vale listo listo súper importante eso listo vale muchas gracias sí gracias que estén muy bien igualmente hasta luego,Negativo
b06a666a-a870-4c85-b9ad-85d28d469327_20230410T15_46_UTC.txt,con eso muy bien sí me gustaría tener información soy egresada de la fundación universitaria de popayán y de la carrera de psicología sí sí se me facilita ok nueve millones qué sí lo que pasa es que yo quería saber si la jaena contaba con como con temas de financiación y cómo es el proceso pero que no sea el icetex con ustedes mismos pero para tener más o menos como una idea sabes más o menos del presupuesto ah bueno listo sí lo que pasa es que cuento con o sea necesito una parte me la voy a pagar yo y la otra parte me la van a pagar mis papás entonces voy a darles esta información para ver si se puede seguir con el proceso ok vale vale muchísimas gracias igualmente,Neutral
b0ff1db2-2b23-407f-95ec-b7bcfeb93e4d_20230410T21_03_UTC.txt,sí con ella hablamos muy bien gracias sí claro yo soy ingeniera industrial de la politécnico brancolombiana estoy haciendo una especialización en seguridad y salud del trabajo en la universidad católica de manizales la cual termino ahorita en junio sí ok la verdad era más que todo como en el tema de la beca porque yo ya vi el plan de estudios y me parece que es como lo que va dirigido hacia lo que yo quiero y cuáles son los requisitos pero me refieres como a qué dirección o cómo la universidad selecciona a las personas de la beca ah ok entiendo gracias listo entonces la inscripción ya la podría hacer en la página cierto ok muchísimas gracias muy amable,Neutral
bedc2a7f-c9e3-4112-93e8-acb3f966a2a7_20230410T20_11_UTC.txt,hola buenas tardes hablar con jana escobar de acción pulido quería preguntarte sobre las inscripciones lo que pasa es que a principios de enero llamé a inscribirme para la carrera de nutrición pero no pude ingresar por el ipex me quedé por siete puntos es que no pude ingresar porque me quedé por siete puntos pregunté pues qué había pues qué solución tenía no entonces me dijeron que presentara un preice que me aseguraba pues que tenía que habían cinco cupos por cada carrera sí me entiendes entonces pues listo pues yo ahorita estamos finalizando con el preice ya faltó un mes entonces pues como estaba viendo que habían inscripciones abiertas de la javeriana entonces quería preguntarte si todavía es necesario cumplir con el requisito de doscientos cincuenta en el ipec o ya con el premédico ya puedo asegurar un cupo para mi prisión ah claro sí ok entonces ah ok vale entonces en sí tendría que esperar ya hasta el final del premédico para ah listo vale muchísimas gracias,Neutral
bfef4005-062b-4e6c-8b94-8c79b028cc5b_20230410T19_53_UTC.txt,buen día tengo el gusto de hablar con gerard calabari erlan calabari señor erlan un gusto saludarlo stephanie sánchez de la universidad javeriana de cali cómo está me alegra mucho señor erlan el motivo de mi llamada es por el interés que usted presenta en la maestría en educación perdón en derechos humanos me gustaría brindar información del programa si cuenta con el espacio tranquilo desea que nos comuniquemos vía whatsapp desea que continuemos la comunicación vía whatsapp,Neutral
c460ce04-06de-4452-9c8e-181b72b60aea_20230410T14_28_UTC.txt,mucho gusto en qué le puedo ayudar cuál es el número de documento angie marcela hurtado sí dice que se inscribió al diplomado a pelatán dirección de ventas hace aproximadamente casi ya casi tres meses que se inscribió pero no me registra como tal sí dirección de ventas pues como tal los diplomados tienen su horario ya establecido no podría indicarte si ella está asistiendo o no porque eso no me registra el sistema ya le indico dice que este diplomado es virtual se lleva a cabo son cien horas tiene una duración de diez semanas pero como tal como es virtual no tiene como tal un horario o sea ellos deben cumplir con unas horas para el diplomado y no tienen como tal un horario por lo que es virtual cuando las clases son online sí son con horarios online o cuando es presencial pero las clases virtuales como son clases ya pregrabadas entonces no tienen como tal un horario gestión de mercado y ventas sí bueno permítame un minuto en la línea ya le digo a qué correo se puede comunicar para que le amplíen la información muchas gracias por su permanencia en la línea puedes crear el correo de diplomados diplomados arroba virtual javeriana cali diplomados arroba virtual javeriana cali punto com punto com no co ok o al teléfono es un teléfono de whatsapp tres treinta y tres cero treinta y tres sí treinta y tres setenta y seis sí ahí puede averiguar hay una línea en bogotá sí sino que como son diplomados virtuales como son diplomados virtuales no es que tengamos mucha información de eso ya que lo maneja otra lo manejan en bogotá puede comunicarse a la línea de bogotá cinco noventa y tres ochenta y siete dieciocho bueno con gusto hasta luego,Positivo
c77901b0-dc0e-44b3-9fba-cf6dfc4e8a64_20230410T14_19_UTC.txt,hola hablo con la señorita camila hablas con luis carlos de la universidad javeria de cali cómo estás hola luis carlos cómo te ha ido luis carlos qué luis carlos prado bien gracias a dios y usted señorita camila me dieron tu número porque tú estás interesada en un diplomado y me dijeron que tienes como algunos problemas para hacer el pago quería saber de pronto en qué te puedo asesorar ok ok listo entonces déjame yo una cosa por favor eso es lo que iba a decir me regalas el número de documento por favor veintidós cinco dieciséis cinco cero siete cinco cero siete dame un momento ya veo aquí me sale solamente pues yo tengo solamente que tú tienes un pago de un millón setecientos cincuenta y ocho mil doscientos sesenta y tres pesos y que solamente se puede pagar hasta el primero de abril que ya pasó entonces no sé si sea ese ok solamente tienes el pago de ochocientos entonces cierto sí claro dame un momento yo verifico otra cosa por favor es el libro de insolvencia cierto insolvencia el que comienza en mayo ok ok tú tienes hasta el veinticinco de abril para un descuento de pronto pago tú habías hablado de eso con ella hasta el veinticinco de abril listo es que eso era lo que quería comprobar entonces tú ya hiciste el primero de ochocientos mil pesos cierto así es dame un momento entonces yo te digo cuánto te queda de excedente o sea que tú por el momento tienes pendiente pagar pues por pagar dos millones doscientos cincuenta y ocho mil doscientos sesenta y cuatro pesos porque tú ya hiciste un pago de ochocientos mil pesos entonces lo que te queda es eso dos millones doscientos cincuenta y ocho mil doscientos sesenta y cuatro pesos y quieres hacer un pago de un millón ya mismo cierto y el otro pago y el otro pago para cuándo lo harías el excedente el de pues se quedaría un millón doscientos cincuenta y ocho listo entonces vamos a hacer lo siguiente yo voy a pasar la información a la persona encargada que fracciona los recibos y apenas tenga el recibo que no sé si de pronto ya sea para hoy pues te lo estaría mandando ok en tal caso de que no sea hoy sería en el transcurso de la semana pero pues sí es como muy importante que me digas la otra fecha para cuándo es que es disculpa lo puedes colocar por ahí hasta el veinticinco es el descuento de pronto pago sí el dos en dos por eso si tú vas a hacer un pago o sea mira tú por el momento tienes un saldo de dos millones doscientos cincuenta y ocho mil doscientos sesenta y cuatro ese saldo es el que quieres que te dividan dos cierto dos millones dos cincuenta y ocho mil doscientos sesenta y cuatro pesos vas a pagar vas a pagar un millón si tú pagas un millón te quedaría por excedente te quedaría un millón doscientos cincuenta y ocho mil doscientos sesenta y cuatro pesos para el próximo pago ok dame un momento ya te lo diré ya te digo en cuanto te quedo te quedarían seiscientos veintinueve mil ciento treinta y dos pesos por los dos recibos por eso entonces hazme uno para el veinte y uno para el veinticinco uno para el veinte y otro para el veinticinco listo entonces quedarían tres recibos el próximo de un millón que pues se estaría para esta semana no te doy un día exacto pero pues a más tardar creía yo que podría ser el jueves jueves o viernes jueves o viernes igualmente apenas lo tengas yo te estaría avisando para pagarlo antes y el otro sería el veinte y el final el veinticinco el mismo veinticinco listo listo entonces señorita camila porque yo estaba escribiéndole a ingrid pero me dicen que está de vacaciones sí por el momento no se encuentra entonces eso es lo que te voy a decir ya te vas a entender conmigo de a partir de ahora y pues ella ya está ella la próxima semana ya está de vuelta pero pues mientras tanto esta semana yo te voy a dejar haciendo todo ojalá que pues la persona que fracciona el recibo se nos colabore con eso esta semana y yo te mando el recibo por whatsapp ok lo mismo que hizo ella enviar el link de pago en línea te explico la forma de pago me lo pasas por whatsapp no sé si tienes mi número es en tres cero uno y yo me lo paso en whatsapp sí es tres cero uno y que termina en cero tres cierto listo de todas formas ya te escribí un pequeño mensaje dame un momentico listo ahí te escribió la camila te voy a dejar ahí como pendiente y apenas tenga el recibo si me lo hacen hoy o en el transcurso de la semana yo te estaría indicando ok ok listo luis carlos prado bueno pues hasta luego que estén muy bien feliz día,Positivo
c7ac6af1-8f0b-4463-b059-7d6d36774b2c_20230410T19_37_UTC.txt,hablas con luis carlos aló hola luis carlos cómo estás mi nombre es luz estela luis carlos es que llamo para averiguar por el javeriana college para mi hijo que cursa décimo entonces me puedes regalar información por favor no apenas empezó él es calendario a y empezaron en febrero en enero perdón él no sabe qué estudiar él no sabe qué estudiar entonces es como para que él tenga que él como que se familiarice con el campus y que de pronto él vaya como teniendo una guía de qué es lo que quiere pues de siete de la mañana hasta prácticamente cuatro de la tarde tres y media y él llega a las cuatro acá y el csc college lo recomiendan es para cuando salen ya de estudiar no entonces esperemos a ver luis carlos mira yo la verdad es que estaba interesada en el curso de predices y yo hice por la página la inscripción pero luego me di cuenta que era bogotá y me dicen que en cali no lo hay de pronto tú sabes un predice que me puedas recomendar que sea así pues como el nivel ay mira yo estaba tan feliz y resulta que es bogotá nomás voy a averiguar,Neutral
d5d431e4-eb50-4346-9d46-a6403a3fae35_20230410T22_46_UTC.txt,aló buenas sí señor no estoy en once en noviembre dale gracias hasta luego,Neutral
d7fa92da-8e27-4569-94d5-881474e770e1_20230410T23_48_UTC.txt,sí muy bien gracias aló en once en noviembre,Neutral
dbe5300f-d957-4b76-9977-d0c9fbb24837_20230410T22_21_UTC.txt,señor sí señor dale aló se te escucha mejor sí sí esto es parte de la empresa ciudad cundinamarca calle cuarta número seis a dieciséis listo vale,Neutral
df3afc85-861d-4dea-9f6f-60c50ca2f336_20230410T13_52_UTC.txt,buenos días sí señor bien bien buenos días sí no pues siempre me ingreso y tal y nunca hay nadie ahí en la sala personas miércoles y jueves eh pues yo le escribí pero no me contestó ella las dos personas william no sé qué y sandra creo que era pero no no pues no también ella estaba preguntando lo mismo listo sí estoy pendiente muchas gracias bueno hasta luego,Neutral
e24a2db7-255e-4480-a02f-3ae1a5dcab3c_20230410T20_36_UTC.txt,sí gracias joven buenas tardes joven me levanté a ver al señor alvaro angulo aquí en cali bien gracias joven es que mi hijo él terminó bachillerato en diciembre en un colegio público y él está interesado pues en ese plan de estudios de diseño de arte visual pero quisiéramos saber yo como papá cómo es lo de las becas para afrodescendientes nosotros somos afrodescendientes claro comento que él se graduó en diciembre del año pasado en el colegio navia barón ya no él ya presentó el icfes él se sacó trescientos tres puntos el icfes fue en septiembre del año pasado y él se graduó en diciembre es que hubo un iccs ahora en marzo y otra en septiembre en agosto pero si él presentó en agosto del año pasado él para él se presentó en septiembre del año pasado la segunda del año o sea no puede aspirar alguna beca de afrodescendiente o sea que él tendría pero entonces cómo haría él para aplicar a la beca sí pero yo te digo no podría postularse a ninguna beca afrodescendiente tiene que presentar otra vez las pruebas del libro tendría que presentar otra de las cuadrilites sí por qué eso así tan raro o sea tenía que presentarse otra de las cuadrilites esas las que presentó en septiembre del año pasado ya no les servirían no o sea que él tenía esa beca ese ese examen del ife que él presentó en septiembre le hubiera servido para qué beca para entrar a o sea que de todos modos o sea que para que él pueda aspirar a esa para estudiar ahorita el segundo semestre tendría que haber presentado las pruebas ahorita en marzo otras pruebas de liceo es tan raro eso o sea que eso realmente no tiene es muy poca la vigencia que tienen las pruebas de liceo esto es para aportularse para una beca y qué otra beca hay y esa qué beca es creemos sí bueno pero si él quisiera postularse para la próxima beca afrodescendiente tendría que presentar qué pruebas del ife de este año las de septiembre otra vez las de septiembre sí no fregues es tan raro y eso por qué así tan raro supone que pensé que eso es raro eso así tan raro como muy raro o sea que eso son no entiendo por qué eso así tan sí es que tendría que volver otra vez a presentar en sería la de septiembre pues para entrar en sí claro por el puntaje que sacó en el ife ya entonces cuál sería la otra beca que él podría explícame qué se necesitaría o qué se necesitaría escribirse se llama creemos creemos se llama así beca creemos y cuáles son los requisitos para obtener esa beca es del cuarenta por ciento cuarenta por ciento el primer semestre y cuánto el segundo semestre va disminuyendo o qué bueno y cuál es el requisito para postularse para esa beca sí y qué puntaje necesita el icses colegio colegio oficial colegio oficial o si no contar cualquiera de los dos contar con cisbem cualquiera de esas dos cosas bueno él estudió en el colegio navia barón que es oficial cuál es la cuarta comenzó el primero de abril entonces para esa beca ya debe estar admitido cierto para participar en la beca para postularse cierto o sea que si él quiere postularse tiene que primero inscribirse para ser admitido en este momento están las inscripciones sí claro en este momento ya están abiertas las inscripciones ah bueno entonces tú dices que hay sesenta cupos en diferentes carreras no es cierto ya entonces bueno muy amable muchas gracias pero ese sería para este semestre el segundo semestre cierto en junio y también lo de la beca cierto hola te pregunto cuánto es el valor de un semestre para esa carrera para la carrera de diseño de artes visuales cuánto vale un semestre no es artes visuales a ganar sólo esta es artes visuales artes visuales millones cuarenta mil pesos antes visuales de nueve millones cuarenta cuarenta mil pesos siempre es una gran ayuda claro ah bueno entonces vamos a charlar con el chico a ver porque la otra de abrodescendientes fíjense joven ha sido muy amable entonces primero que esté admitido que el liste que sacó sea mínimo de doscientos sesenta que haya estudiado en un colegio oficial o que tenga sirven es cuatro veces el uno qué sigue cinco cuatro dos cinco cuatro nueve tres sí ya está bien ya figura sí claro él asistió yo lo llevé allá ya te lo voy a pasar para que te actualicen los datos dijo que actualicen los datos hola buenas tardes bien sí señor ciencia natural veintiuno ciencia natural veintiuno veintiuno arroba gmailcom eh tres cuarenta y dos sí señor listo ah pero eso también está en la página cierto no uno creo que no es necesario si podría meterlo en la página bueno mi papá te quiere comunicar otra cosa chico para realizar el proceso de inscripción cómo es entra a la página ah ya ah bueno hay inscripción él es el director del plan de estudio encargado del programa ya muy amable entonces ah sí ese celular no sí señor tres tres cero cinco sí dos treinta y nueve cero cinco cero uno tres cero cinco dos treinta y nueve cero cinco cero uno sí claro ah o sea que yo no lo puedo llamar tengo que comunicarme con él es por whatsapp yo no lo puedo llamar sino por whatsapp comunicarme por whatsapp ah ya listo listo cualquier inquietud puede ser que haya ah bueno muy amable que esté muy bien te pregunto otra cosa no hay otra beca más alta que ocupe más sí sí sí ah bueno bueno muy amable que estén muy bien gracias,Neutral
